id_historial,id_pedido,estado,fecha_hora
4635,1226,entregado,2026-05-15 04:30:47
4636,1227,creado,2025-12-17 17:37:49
4637,1227,en_preparacion,2025-12-17 17:40:49
4638,1227,en_camino,2025-12-17 17:48:49
4639,1227,entregado,2025-12-17 18:04:49
4640,1228,creado,2026-02-26 07:41:48
4641,1228,en_preparacion,2026-02-26 07:48:48
4642,1228,en_camino,2026-02-26 08:01:48
4643,1228,entregado,2026-02-26 08:17:48
4644,1229,creado,2025-12-28 05:11:03
4645,1229,en_preparacion,2025-12-28 05:19:03
4646,1229,en_camino,2025-12-28 05:27:03
4647,1229,entregado,2025-12-28 05:41:03
4648,1230,creado,2025-09-16 03:22:06
4649,1230,en_preparacion,2025-09-16 03:29:06
4650,1230,en_camino,2025-09-16 03:38:06
4651,1230,entregado,2025-09-16 03:48:06
4652,1231,creado,2025-06-26 21:20:25
4653,1231,en_preparacion,2025-06-26 21:30:25
4654,1231,en_camino,2025-06-26 21:41:25
4655,1231,entregado,2025-06-26 21:54:25
4656,1232,creado,2026-03-28 21:37:16
4657,1232,en_preparacion,2026-03-28 21:46:16
4658,1232,en_camino,2026-03-28 21:58:16
4659,1232,entregado,2026-03-28 22:08:16
4660,1233,creado,2025-09-11 23:28:48
4661,1233,en_preparacion,2025-09-11 23:33:48
4662,1233,en_camino,2025-09-11 23:41:48
4663,1233,entregado,2025-09-11 23:57:48
4664,1234,creado,2026-05-21 17:41:05
4665,1234,en_preparacion,2026-05-21 17:49:05
4666,1234,en_camino,2026-05-21 18:02:05
4667,1234,entregado,2026-05-21 18:22:05
4668,1235,creado,2026-05-14 20:06:29
4669,1235,en_preparacion,2026-05-14 20:15:29
4670,1235,en_camino,2026-05-14 20:23:29
4671,1235,entregado,2026-05-14 20:37:29
4672,1236,creado,2026-06-27 07:41:42
4673,1236,en_preparacion,2026-06-27 07:49:42
4674,1236,en_camino,2026-06-27 08:04:42
4675,1236,entregado,2026-06-27 08:19:42
4676,1237,creado,2026-08-17 17:57:49
4677,1237,en_preparacion,2026-08-17 18:05:49
4678,1237,en_camino,2026-08-17 18:13:49
4679,1237,entregado,2026-08-17 18:29:49
4680,1238,creado,2024-10-16 02:03:08
4681,1238,en_preparacion,2024-10-16 02:13:08
4682,1238,en_camino,2024-10-16 02:26:08
4683,1238,entregado,2024-10-16 02:39:08
4684,1239,creado,2026-05-05 17:30:28
4685,1239,en_preparacion,2026-05-05 17:36:28
4686,1239,en_camino,2026-05-05 17:46:28
4687,1239,entregado,2026-05-05 18:05:28
4688,1240,creado,2026-01-04 14:52:08
4689,1240,en_preparacion,2026-01-04 14:57:08
4690,1240,en_camino,2026-01-04 15:05:08
4691,1240,entregado,2026-01-04 15:19:08
4692,1241,creado,2026-04-08 19:06:13
4693,1241,en_preparacion,2026-04-08 19:10:13
4694,1241,en_camino,2026-04-08 19:18:13
4695,1241,cancelado,2026-04-08 19:24:13
4696,1242,creado,2026-03-06 13:45:10
4697,1242,en_preparacion,2026-03-06 13:54:10
4698,1242,en_camino,2026-03-06 14:03:10
4699,1242,entregado,2026-03-06 14:15:10
4700,1243,creado,2025-07-30 16:08:30
4701,1243,en_preparacion,2025-07-30 16:13:30
4702,1243,en_camino,2025-07-30 16:21:30
4703,1243,entregado,2025-07-30 16:43:30
4704,1244,creado,2025-09-06 06:33:28
4705,1244,en_preparacion,2025-09-06 06:38:28
4706,1244,en_camino,2025-09-06 06:46:28
4707,1244,cancelado,2025-09-06 06:52:28
4708,1245,creado,2026-05-21 11:15:51
4709,1245,en_preparacion,2026-05-21 11:22:51
4710,1245,en_camino,2026-05-21 11:34:51
4711,1245,entregado,2026-05-21 11:45:51
4712,1246,creado,2026-07-22 21:10:11
4713,1246,en_preparacion,2026-07-22 21:13:11
4714,1247,creado,2026-04-01 23:45:14
4715,1247,en_preparacion,2026-04-01 23:47:14
4716,1248,creado,2026-06-16 16:42:30
4717,1248,en_preparacion,2026-06-16 16:47:30
4718,1248,en_camino,2026-06-16 16:56:30
4719,1248,entregado,2026-06-16 17:14:30
4720,1249,creado,2026-07-09 14:58:51
4721,1249,en_preparacion,2026-07-09 15:03:51
4722,1249,en_camino,2026-07-09 15:11:51
4723,1249,entregado,2026-07-09 15:33:51
4724,1250,creado,2025-01-10 00:36:06
4725,1250,en_preparacion,2025-01-10 00:44:06
4726,1250,en_camino,2025-01-10 00:54:06
4727,1250,entregado,2025-01-10 01:17:06
4728,1251,creado,2026-08-10 02:37:41
4729,1251,en_preparacion,2026-08-10 02:43:41
4730,1251,en_camino,2026-08-10 02:57:41
4731,1251,entregado,2026-08-10 03:18:41
4732,1252,creado,2026-05-18 14:03:34
4733,1252,en_preparacion,2026-05-18 14:08:34
4734,1252,en_camino,2026-05-18 14:17:34
4735,1252,entregado,2026-05-18 14:36:34
4736,1253,creado,2025-11-10 14:38:15
4737,1253,en_preparacion,2025-11-10 14:47:15
4738,1253,en_camino,2025-11-10 15:01:15
4739,1253,entregado,2025-11-10 15:14:15
4740,1254,creado,2025-11-29 15:42:44
4741,1254,en_preparacion,2025-11-29 15:52:44
4742,1254,en_camino,2025-11-29 16:06:44
4743,1254,entregado,2025-11-29 16:29:44
4744,1255,creado,2024-09-13 09:20:58
4745,1255,en_preparacion,2024-09-13 09:24:58
4746,1255,en_camino,2024-09-13 09:36:58
4747,1255,entregado,2024-09-13 10:01:58
4748,1256,creado,2026-01-14 13:21:43
4749,1256,en_preparacion,2026-01-14 13:27:43
4750,1256,en_camino,2026-01-14 13:35:43
4751,1256,entregado,2026-01-14 13:48:43
4752,1257,creado,2026-07-02 09:00:43
4753,1257,en_preparacion,2026-07-02 09:07:43
4754,1257,en_camino,2026-07-02 09:22:43
4755,1257,entregado,2026-07-02 09:43:43
4756,1258,creado,2025-07-14 01:49:56
4757,1258,en_preparacion,2025-07-14 01:51:56
4758,1259,creado,2026-05-29 13:32:30
4759,1259,en_preparacion,2026-05-29 13:35:30
4760,1260,creado,2026-03-22 02:59:37
4761,1260,en_preparacion,2026-03-22 03:02:37
4762,1260,en_camino,2026-03-22 03:17:37
4763,1260,entregado,2026-03-22 03:33:37
4764,1261,creado,2026-02-28 03:12:01
4765,1262,creado,2026-08-14 15:22:47
4766,1262,en_preparacion,2026-08-14 15:25:47
4767,1262,en_camino,2026-08-14 15:36:47
4768,1262,entregado,2026-08-14 15:58:47
4769,1263,creado,2026-02-23 18:45:51
4770,1263,en_preparacion,2026-02-23 18:51:51
4771,1263,en_camino,2026-02-23 19:01:51
4772,1263,entregado,2026-02-23 19:25:51
4773,1264,creado,2026-06-27 21:02:00
4774,1264,en_preparacion,2026-06-27 21:11:00
4775,1264,en_camino,2026-06-27 21:26:00
4776,1264,entregado,2026-06-27 21:41:00
4777,1265,creado,2024-07-26 05:33:09
4778,1265,en_preparacion,2024-07-26 05:40:09
4779,1265,en_camino,2024-07-26 05:49:09
4780,1265,entregado,2024-07-26 06:05:09
4781,1266,creado,2026-07-15 05:59:43
4782,1266,en_preparacion,2026-07-15 06:05:43
4783,1267,creado,2026-04-05 07:20:47
4784,1267,en_preparacion,2026-04-05 07:24:47
4785,1267,en_camino,2026-04-05 07:32:47
4786,1267,entregado,2026-04-05 07:54:47
4787,1268,creado,2026-06-28 08:57:03
4788,1268,en_preparacion,2026-06-28 09:06:03
4789,1268,en_camino,2026-06-28 09:19:03
4790,1268,entregado,2026-06-28 09:36:03
4791,1269,creado,2026-06-21 22:50:15
4792,1269,en_preparacion,2026-06-21 23:00:15
4793,1269,en_camino,2026-06-21 23:09:15
4794,1269,entregado,2026-06-21 23:33:15
4795,1270,creado,2026-06-30 08:08:34
4796,1270,en_preparacion,2026-06-30 08:15:34
4797,1270,en_camino,2026-06-30 08:26:34
4798,1270,entregado,2026-06-30 08:38:34
4799,1271,creado,2026-02-26 06:44:44
4800,1271,en_preparacion,2026-02-26 06:49:44
4801,1272,creado,2026-03-31 15:44:47
4802,1272,en_preparacion,2026-03-31 15:52:47
4803,1272,en_camino,2026-03-31 16:05:47
4804,1272,entregado,2026-03-31 16:30:47
4805,1273,creado,2025-09-07 07:20:41
4806,1273,en_preparacion,2025-09-07 07:26:41
4807,1273,en_camino,2025-09-07 07:36:41
4808,1273,entregado,2025-09-07 07:52:41
4809,1274,creado,2026-07-07 16:36:47
4810,1274,en_preparacion,2026-07-07 16:40:47
4811,1275,creado,2025-07-24 20:31:02
4812,1275,en_preparacion,2025-07-24 20:36:02
4813,1275,en_camino,2025-07-24 20:44:02
4814,1275,entregado,2025-07-24 20:57:02
4815,1276,creado,2026-04-28 01:45:22
4816,1276,en_preparacion,2026-04-28 01:52:22
4817,1276,en_camino,2026-04-28 02:02:22
4818,1276,entregado,2026-04-28 02:25:22
4819,1277,creado,2025-11-15 22:02:25
4820,1277,en_preparacion,2025-11-15 22:06:25
4821,1277,en_camino,2025-11-15 22:18:25
4822,1277,entregado,2025-11-15 22:37:25
4823,1278,creado,2026-06-07 22:33:29
4824,1278,en_preparacion,2026-06-07 22:43:29
4825,1278,en_camino,2026-06-07 22:52:29
4826,1278,entregado,2026-06-07 23:11:29
4827,1279,creado,2026-02-07 13:21:51
4828,1279,en_preparacion,2026-02-07 13:24:51
4829,1280,creado,2026-03-16 10:13:51
4830,1280,en_preparacion,2026-03-16 10:21:51
4831,1280,en_camino,2026-03-16 10:33:51
4832,1280,entregado,2026-03-16 10:46:51
4833,1281,creado,2026-04-14 16:47:53
4834,1281,en_preparacion,2026-04-14 16:50:53
4835,1281,en_camino,2026-04-14 17:04:53
4836,1281,entregado,2026-04-14 17:23:53
4837,1282,creado,2026-07-10 06:01:30
4838,1282,en_preparacion,2026-07-10 06:07:30
4839,1282,en_camino,2026-07-10 06:15:30
4840,1282,entregado,2026-07-10 06:28:30
4841,1283,creado,2026-05-11 18:28:53
4842,1283,en_preparacion,2026-05-11 18:32:53
4843,1283,cancelado,2026-05-11 18:39:53
4844,1284,creado,2025-05-24 02:16:46
4845,1284,en_preparacion,2025-05-24 02:18:46
4846,1285,creado,2025-09-19 13:27:33
4847,1285,en_preparacion,2025-09-19 13:32:33
4848,1285,en_camino,2025-09-19 13:40:33
4849,1285,entregado,2025-09-19 14:03:33
4850,1286,creado,2026-05-10 04:55:14
4851,1286,en_preparacion,2026-05-10 05:00:14
4852,1287,creado,2026-03-20 01:31:12
4853,1287,en_preparacion,2026-03-20 01:37:12
4854,1287,en_camino,2026-03-20 01:51:12
4855,1287,entregado,2026-03-20 02:08:12
4856,1288,creado,2026-04-24 23:18:47
4857,1288,en_preparacion,2026-04-24 23:24:47
4858,1288,en_camino,2026-04-24 23:37:47
4859,1288,entregado,2026-04-24 23:49:47
4860,1289,creado,2025-04-16 15:36:32
4861,1289,en_preparacion,2025-04-16 15:41:32
4862,1289,en_camino,2025-04-16 15:53:32
4863,1289,entregado,2025-04-16 16:12:32
4864,1290,creado,2025-02-13 02:17:36
4865,1290,en_preparacion,2025-02-13 02:27:36
4866,1290,en_camino,2025-02-13 02:40:36
4867,1290,entregado,2025-02-13 02:58:36
4868,1291,creado,2026-02-07 23:00:40
4869,1291,en_preparacion,2026-02-07 23:03:40
4870,1291,en_camino,2026-02-07 23:12:40
4871,1291,entregado,2026-02-07 23:35:40
4872,1292,creado,2025-06-10 08:26:24
4873,1292,en_preparacion,2025-06-10 08:36:24
4874,1292,en_camino,2025-06-10 08:48:24
4875,1292,entregado,2025-06-10 09:10:24
4876,1293,creado,2026-05-03 00:24:22
4877,1293,en_preparacion,2026-05-03 00:34:22
4878,1293,en_camino,2026-05-03 00:42:22
4879,1293,entregado,2026-05-03 01:05:22
4880,1294,creado,2026-04-23 23:15:32
4881,1294,en_preparacion,2026-04-23 23:18:32
4882,1294,en_camino,2026-04-23 23:32:32
4883,1294,entregado,2026-04-23 23:57:32
4884,1295,creado,2026-05-10 05:10:01
4885,1295,en_preparacion,2026-05-10 05:13:01
4886,1295,en_camino,2026-05-10 05:23:01
4887,1295,entregado,2026-05-10 05:33:01
4888,1296,creado,2026-06-12 23:39:29
4889,1296,en_preparacion,2026-06-12 23:46:29
4890,1296,en_camino,2026-06-13 00:01:29
4891,1296,entregado,2026-06-13 00:14:29
4892,1297,creado,2025-05-14 03:38:41
4893,1297,en_preparacion,2025-05-14 03:48:41
4894,1297,en_camino,2025-05-14 04:00:41
4895,1297,entregado,2025-05-14 04:24:41
4896,1298,creado,2026-07-16 04:09:12
4897,1298,en_preparacion,2026-07-16 04:17:12
4898,1298,en_camino,2026-07-16 04:29:12
4899,1298,entregado,2026-07-16 04:47:12
4900,1299,creado,2025-01-10 14:32:31
4901,1299,en_preparacion,2025-01-10 14:40:31
4902,1299,en_camino,2025-01-10 14:55:31
4903,1299,entregado,2025-01-10 15:15:31
4904,1300,creado,2025-01-07 14:02:26
4905,1300,en_preparacion,2025-01-07 14:07:26
4906,1300,en_camino,2025-01-07 14:16:26
4907,1300,entregado,2025-01-07 14:32:26
4908,1301,creado,2025-11-23 22:57:07
4909,1301,en_preparacion,2025-11-23 23:03:07
4910,1301,en_camino,2025-11-23 23:11:07
4911,1301,entregado,2025-11-23 23:21:07
4912,1302,creado,2026-06-02 08:09:57
4913,1302,en_preparacion,2026-06-02 08:13:57
4914,1302,en_camino,2026-06-02 08:27:57
4915,1302,entregado,2026-06-02 08:47:57
4916,1303,creado,2025-12-03 17:58:53
4917,1303,en_preparacion,2025-12-03 18:05:53
4918,1303,en_camino,2025-12-03 18:13:53
4919,1303,entregado,2025-12-03 18:38:53
4920,1304,creado,2025-11-17 14:22:17
4921,1304,en_preparacion,2025-11-17 14:27:17
4922,1304,en_camino,2025-11-17 14:40:17
4923,1304,entregado,2025-11-17 15:04:17
4924,1305,creado,2026-03-28 11:27:11
4925,1305,en_preparacion,2026-03-28 11:30:11
4926,1305,en_camino,2026-03-28 11:44:11
4927,1305,entregado,2026-03-28 11:58:11
4928,1306,creado,2025-10-24 22:07:12
4929,1306,en_preparacion,2025-10-24 22:17:12
4930,1306,en_camino,2025-10-24 22:30:12
4931,1306,entregado,2025-10-24 22:47:12
4932,1307,creado,2025-11-01 22:02:31
4933,1308,creado,2026-06-08 19:10:54
4934,1308,en_preparacion,2026-06-08 19:14:54
4935,1308,en_camino,2026-06-08 19:25:54
4936,1308,entregado,2026-06-08 19:36:54
4937,1309,creado,2026-06-05 23:55:23
4938,1309,en_preparacion,2026-06-06 00:05:23
4939,1309,en_camino,2026-06-06 00:17:23
4940,1309,entregado,2026-06-06 00:37:23
4941,1310,creado,2026-07-27 22:18:20
4942,1310,en_preparacion,2026-07-27 22:27:20
4943,1310,en_camino,2026-07-27 22:39:20
4944,1310,entregado,2026-07-27 22:56:20
4945,1311,creado,2026-07-12 01:41:40
4946,1311,en_preparacion,2026-07-12 01:48:40
4947,1311,en_camino,2026-07-12 02:00:40
4948,1311,entregado,2026-07-12 02:14:40
4949,1312,creado,2026-07-06 06:59:59
4950,1312,en_preparacion,2026-07-06 07:07:59
4951,1312,en_camino,2026-07-06 07:17:59
4952,1312,entregado,2026-07-06 07:41:59
4953,1313,creado,2025-10-09 07:15:47
4954,1313,en_preparacion,2025-10-09 07:20:47
4955,1313,en_camino,2025-10-09 07:34:47
4956,1313,entregado,2025-10-09 07:54:47
4957,1314,creado,2026-07-29 12:24:34
4958,1314,en_preparacion,2026-07-29 12:32:34
4959,1314,en_camino,2026-07-29 12:47:34
4960,1314,entregado,2026-07-29 13:12:34
4961,1315,creado,2025-09-27 11:18:10
4962,1315,en_preparacion,2025-09-27 11:24:10
4963,1315,en_camino,2025-09-27 11:32:10
4964,1315,entregado,2025-09-27 11:50:10
4965,1316,creado,2026-09-09 01:03:44
4966,1316,en_preparacion,2026-09-09 01:07:44
4967,1316,en_camino,2026-09-09 01:21:44
4968,1316,entregado,2026-09-09 01:43:44
4969,1317,creado,2026-06-24 09:48:02
4970,1317,en_preparacion,2026-06-24 09:54:02
4971,1318,creado,2026-01-07 08:01:57
4972,1318,en_preparacion,2026-01-07 08:11:57
4973,1318,en_camino,2026-01-07 08:22:57
4974,1318,entregado,2026-01-07 08:47:57
4975,1319,creado,2026-06-18 10:42:09
4976,1319,en_preparacion,2026-06-18 10:49:09
4977,1319,en_camino,2026-06-18 11:00:09
4978,1319,entregado,2026-06-18 11:14:09
4979,1320,creado,2025-06-28 19:41:25
4980,1320,en_preparacion,2025-06-28 19:47:25
4981,1320,en_camino,2025-06-28 19:57:25
4982,1320,entregado,2025-06-28 20:12:25
4983,1321,creado,2025-05-22 23:20:24
4984,1321,en_preparacion,2025-05-22 23:23:24
4985,1321,en_camino,2025-05-22 23:33:24
4986,1321,entregado,2025-05-22 23:45:24
4987,1322,creado,2026-06-18 21:45:34
4988,1322,en_preparacion,2026-06-18 21:51:34
4989,1322,en_camino,2026-06-18 22:01:34
4990,1322,entregado,2026-06-18 22:13:34
4991,1323,creado,2026-03-25 07:31:45
4992,1323,en_preparacion,2026-03-25 07:35:45
4993,1323,en_camino,2026-03-25 07:47:45
4994,1323,entregado,2026-03-25 08:07:45
4995,1324,creado,2026-07-24 04:15:36
4996,1324,en_preparacion,2026-07-24 04:22:36
4997,1324,en_camino,2026-07-24 04:35:36
4998,1324,entregado,2026-07-24 04:49:36
4999,1325,creado,2026-02-19 03:11:05
5000,1325,en_preparacion,2026-02-19 03:15:05
5001,1325,en_camino,2026-02-19 03:24:05
5002,1325,entregado,2026-02-19 03:43:05
5003,1326,creado,2025-05-23 21:20:50
5004,1326,en_preparacion,2025-05-23 21:24:50
5005,1326,en_camino,2025-05-23 21:34:50
5006,1326,entregado,2025-05-23 21:50:50
5007,1327,creado,2026-03-03 08:07:50
5008,1327,en_preparacion,2026-03-03 08:13:50
5009,1327,cancelado,2026-03-03 08:20:50
5010,1328,creado,2025-11-29 13:27:47
5011,1328,en_preparacion,2025-11-29 13:33:47
5012,1328,en_camino,2025-11-29 13:47:47
5013,1328,cancelado,2025-11-29 13:52:47
5014,1329,creado,2026-07-06 08:27:44
5015,1330,creado,2026-09-14 22:38:59
5016,1330,en_preparacion,2026-09-14 22:41:59
5017,1330,en_camino,2026-09-14 22:51:59
5018,1330,entregado,2026-09-14 23:03:59
5019,1331,creado,2025-09-12 05:05:03
5020,1331,en_preparacion,2025-09-12 05:14:03
5021,1331,en_camino,2025-09-12 05:27:03
5022,1331,entregado,2025-09-12 05:46:03
5023,1332,creado,2026-05-26 19:59:31
5024,1332,en_preparacion,2026-05-26 20:08:31
5025,1332,en_camino,2026-05-26 20:16:31
5026,1332,entregado,2026-05-26 20:26:31
5027,1333,creado,2026-03-21 00:03:17
5028,1333,en_preparacion,2026-03-21 00:11:17
5029,1333,en_camino,2026-03-21 00:19:17
5030,1333,entregado,2026-03-21 00:29:17
5031,1334,creado,2026-07-19 19:01:21
5032,1334,en_preparacion,2026-07-19 19:09:21
5033,1334,en_camino,2026-07-19 19:17:21
5034,1334,entregado,2026-07-19 19:39:21
5035,1335,creado,2026-03-28 08:38:31
5036,1335,en_preparacion,2026-03-28 08:44:31
5037,1335,en_camino,2026-03-28 08:52:31
5038,1335,entregado,2026-03-28 09:04:31
5039,1336,creado,2026-02-02 09:08:45
5040,1336,en_preparacion,2026-02-02 09:15:45
5041,1336,en_camino,2026-02-02 09:29:45
5042,1336,cancelado,2026-02-02 09:34:45
5043,1337,creado,2026-01-03 09:15:05
5044,1337,en_preparacion,2026-01-03 09:20:05
5045,1337,en_camino,2026-01-03 09:28:05
5046,1337,entregado,2026-01-03 09:38:05
5047,1338,creado,2026-02-18 02:08:46
5048,1338,en_preparacion,2026-02-18 02:17:46
5049,1338,en_camino,2026-02-18 02:31:46
5050,1338,entregado,2026-02-18 02:51:46
5051,1339,creado,2026-06-28 06:38:53
5052,1339,en_preparacion,2026-06-28 06:42:53
5053,1339,en_camino,2026-06-28 06:56:53
5054,1339,entregado,2026-06-28 07:16:53
5055,1340,creado,2026-06-24 06:00:36
5056,1340,en_preparacion,2026-06-24 06:10:36
5057,1340,en_camino,2026-06-24 06:23:36
5058,1340,entregado,2026-06-24 06:47:36
5059,1341,creado,2026-04-17 20:39:02
5060,1341,en_preparacion,2026-04-17 20:47:02
5061,1341,en_camino,2026-04-17 20:59:02
5062,1341,entregado,2026-04-17 21:11:02
5063,1342,creado,2026-05-06 00:34:04
5064,1342,en_preparacion,2026-05-06 00:42:04
5065,1342,en_camino,2026-05-06 00:50:04
5066,1342,cancelado,2026-05-06 01:02:04
5067,1343,creado,2025-08-31 19:28:23
5068,1343,en_preparacion,2025-08-31 19:36:23
5069,1343,en_camino,2025-08-31 19:47:23
5070,1343,entregado,2025-08-31 20:11:23
5071,1344,creado,2026-07-06 05:26:59
5072,1344,en_preparacion,2026-07-06 05:29:59
5073,1344,en_camino,2026-07-06 05:43:59
5074,1344,entregado,2026-07-06 06:04:59
5075,1345,creado,2026-07-22 11:08:07
5076,1345,en_preparacion,2026-07-22 11:17:07
5077,1345,en_camino,2026-07-22 11:26:07
5078,1345,entregado,2026-07-22 11:48:07
5079,1346,creado,2026-07-20 06:37:45
5080,1346,en_preparacion,2026-07-20 06:45:45
5081,1346,en_camino,2026-07-20 06:58:45
5082,1346,entregado,2026-07-20 07:17:45
5083,1347,creado,2026-01-18 16:24:03
5084,1347,en_preparacion,2026-01-18 16:30:03
5085,1347,en_camino,2026-01-18 16:41:03
5086,1347,entregado,2026-01-18 17:04:03
5087,1348,creado,2025-07-15 07:38:44
5088,1348,en_preparacion,2025-07-15 07:48:44
5089,1348,en_camino,2025-07-15 08:01:44
5090,1348,entregado,2025-07-15 08:18:44
5091,1349,creado,2025-08-19 19:09:25
5092,1349,en_preparacion,2025-08-19 19:16:25
5093,1349,en_camino,2025-08-19 19:26:25
5094,1349,entregado,2025-08-19 19:36:25
5095,1350,creado,2026-06-19 12:26:20
5096,1350,en_preparacion,2026-06-19 12:35:20
5097,1350,en_camino,2026-06-19 12:48:20
5098,1350,entregado,2026-06-19 13:10:20
5099,1351,creado,2026-03-15 18:46:51
5100,1351,en_preparacion,2026-03-15 18:52:51
5101,1351,en_camino,2026-03-15 19:03:51
5102,1351,entregado,2026-03-15 19:13:51
5103,1352,creado,2026-04-19 17:59:25
5104,1352,en_preparacion,2026-04-19 18:03:25
5105,1352,en_camino,2026-04-19 18:15:25
5106,1352,entregado,2026-04-19 18:30:25
5107,1353,creado,2025-07-20 01:11:15
5108,1353,en_preparacion,2025-07-20 01:20:15
5109,1353,en_camino,2025-07-20 01:33:15
5110,1353,entregado,2025-07-20 01:43:15
5111,1354,creado,2024-09-21 17:33:50
5112,1354,en_preparacion,2024-09-21 17:39:50
5113,1354,en_camino,2024-09-21 17:54:50
5114,1354,entregado,2024-09-21 18:12:50
5115,1355,creado,2025-08-10 10:15:02
5116,1355,en_preparacion,2025-08-10 10:20:02
5117,1355,en_camino,2025-08-10 10:33:02
5118,1355,entregado,2025-08-10 10:50:02
5119,1356,creado,2026-01-16 18:03:29
5120,1356,en_preparacion,2026-01-16 18:07:29
5121,1356,en_camino,2026-01-16 18:22:29
5122,1356,entregado,2026-01-16 18:47:29
5123,1357,creado,2026-03-22 21:35:42
5124,1357,en_preparacion,2026-03-22 21:45:42
5125,1357,en_camino,2026-03-22 21:53:42
5126,1357,cancelado,2026-03-22 22:04:42
5127,1358,creado,2026-06-21 20:02:23
5128,1358,en_preparacion,2026-06-21 20:10:23
5129,1358,en_camino,2026-06-21 20:19:23
5130,1358,entregado,2026-06-21 20:38:23
5131,1359,creado,2026-07-16 00:51:56
5132,1360,creado,2026-06-06 14:44:47
5133,1360,en_preparacion,2026-06-06 14:50:47
5134,1361,creado,2025-05-16 18:38:28
5135,1361,en_preparacion,2025-05-16 18:46:28
5136,1361,en_camino,2025-05-16 19:00:28
5137,1361,entregado,2025-05-16 19:25:28
5138,1362,creado,2026-07-14 08:45:44
5139,1362,en_preparacion,2026-07-14 08:55:44
5140,1362,en_camino,2026-07-14 09:08:44
5141,1362,entregado,2026-07-14 09:24:44
5142,1363,creado,2026-06-23 15:42:50
5143,1363,en_preparacion,2026-06-23 15:49:50
5144,1363,en_camino,2026-06-23 16:03:50
5145,1363,entregado,2026-06-23 16:23:50
5146,1364,creado,2025-02-11 00:49:59
5147,1365,creado,2026-08-21 02:47:33
5148,1365,en_preparacion,2026-08-21 02:54:33
5149,1365,en_camino,2026-08-21 03:05:33
5150,1365,entregado,2026-08-21 03:29:33
5151,1366,creado,2026-07-07 04:21:25
5152,1366,en_preparacion,2026-07-07 04:26:25
5153,1366,en_camino,2026-07-07 04:37:25
5154,1366,entregado,2026-07-07 05:01:25
5155,1367,creado,2026-04-16 18:47:34
5156,1367,en_preparacion,2026-04-16 18:57:34
5157,1367,en_camino,2026-04-16 19:06:34
5158,1367,entregado,2026-04-16 19:22:34
5159,1368,creado,2026-05-31 01:24:21
5160,1368,en_preparacion,2026-05-31 01:28:21
5161,1368,en_camino,2026-05-31 01:41:21
5162,1368,entregado,2026-05-31 02:03:21
5163,1369,creado,2026-07-05 12:54:48
5164,1369,en_preparacion,2026-07-05 12:57:48
5165,1369,en_camino,2026-07-05 13:06:48
5166,1369,entregado,2026-07-05 13:29:48
5167,1370,creado,2025-05-16 09:57:09
5168,1370,en_preparacion,2025-05-16 10:06:09
5169,1370,en_camino,2025-05-16 10:17:09
5170,1370,entregado,2025-05-16 10:41:09
5171,1371,creado,2026-03-30 20:21:32
5172,1371,en_preparacion,2026-03-30 20:25:32
5173,1371,cancelado,2026-03-30 20:33:32
5174,1372,creado,2026-02-12 16:34:02
5175,1372,en_preparacion,2026-02-12 16:40:02
5176,1372,en_camino,2026-02-12 16:50:02
5177,1372,entregado,2026-02-12 17:03:02
5178,1373,creado,2025-08-26 07:31:44
5179,1373,en_preparacion,2025-08-26 07:36:44
5180,1373,en_camino,2025-08-26 07:45:44
5181,1373,entregado,2025-08-26 08:09:44
5182,1374,creado,2025-10-16 06:01:12
5183,1374,en_preparacion,2025-10-16 06:11:12
5184,1374,en_camino,2025-10-16 06:19:12
5185,1374,entregado,2025-10-16 06:41:12
5186,1375,creado,2024-11-29 10:53:38
5187,1375,en_preparacion,2024-11-29 11:03:38
5188,1375,en_camino,2024-11-29 11:18:38
5189,1375,cancelado,2024-11-29 11:27:38
5190,1376,creado,2026-07-01 16:47:54
5191,1377,creado,2026-05-20 13:58:18
5192,1377,en_preparacion,2026-05-20 14:05:18
5193,1377,en_camino,2026-05-20 14:16:18
5194,1377,entregado,2026-05-20 14:28:18
5195,1378,creado,2026-03-21 17:41:35
5196,1378,en_preparacion,2026-03-21 17:50:35
5197,1378,en_camino,2026-03-21 17:58:35
5198,1378,entregado,2026-03-21 18:09:35
5199,1379,creado,2025-11-12 09:28:33
5200,1379,en_preparacion,2025-11-12 09:33:33
5201,1379,en_camino,2025-11-12 09:41:33
5202,1379,entregado,2025-11-12 09:57:33
5203,1380,creado,2025-03-11 01:25:29
5204,1380,en_preparacion,2025-03-11 01:31:29
5205,1380,en_camino,2025-03-11 01:41:29
5206,1380,entregado,2025-03-11 02:06:29
5207,1381,creado,2026-06-23 08:55:13
5208,1381,en_preparacion,2026-06-23 09:00:13
5209,1382,creado,2026-07-18 07:46:34
5210,1382,en_preparacion,2026-07-18 07:50:34
5211,1382,en_camino,2026-07-18 08:05:34
5212,1382,entregado,2026-07-18 08:20:34
5213,1383,creado,2026-07-07 00:17:52
5214,1383,en_preparacion,2026-07-07 00:23:52
5215,1383,en_camino,2026-07-07 00:32:52
5216,1383,entregado,2026-07-07 00:50:52
5217,1384,creado,2025-04-19 11:04:59
5218,1384,en_preparacion,2025-04-19 11:14:59
5219,1384,en_camino,2025-04-19 11:24:59
5220,1384,entregado,2025-04-19 11:42:59
5221,1385,creado,2026-06-21 03:49:24
5222,1385,en_preparacion,2026-06-21 03:58:24
