id_pedido,id_plato,cantidad,precio_unitario_historico
1280,15,1,4500.00
1281,31,4,8000.00
1281,33,3,7500.00
1282,111,1,8500.00
1283,134,2,6500.00
1283,133,1,7000.00
1284,93,2,7000.00
1284,92,3,4500.00
1284,91,4,18000.00
1285,73,3,8500.00
1285,74,3,11000.00
1285,75,4,2500.00
1286,57,4,3000.00
1286,56,3,13500.00
1286,55,1,5500.00
1287,140,4,9500.00
1287,141,3,5500.00
1288,72,3,3500.00
1289,140,3,9500.00
1289,141,4,5500.00
1289,139,1,10500.00
1290,17,4,9000.00
1290,18,4,4500.00
1290,16,2,9500.00
1291,80,3,11500.00
1291,79,1,9000.00
1291,81,3,1500.00
1292,144,3,6000.00
1292,143,3,5000.00
1293,150,4,8500.00
1293,149,4,7000.00
1294,56,1,13500.00
1294,55,1,5500.00
1295,144,1,6000.00
1295,143,4,5000.00
1296,150,1,8500.00
1296,149,1,7000.00
1297,139,4,10500.00
1298,74,2,11000.00
1298,73,3,8500.00
1299,58,1,12500.00
1300,116,2,10500.00
1300,117,4,1000.00
1301,17,3,9000.00
1302,39,2,6500.00
1302,38,2,5000.00
1303,38,1,5000.00
1304,4,2,8000.00
1304,6,2,1500.00
1304,5,3,12000.00
1305,90,4,7500.00
1306,2,2,11000.00
1306,1,4,7500.00
1307,67,2,17500.00
1307,69,4,7000.00
1307,68,2,3500.00
1308,62,4,6000.00
1308,61,3,8500.00
1309,84,2,7000.00
1309,83,4,8500.00
1310,2,1,11000.00
1310,3,2,1500.00
1310,1,3,7500.00
1311,105,4,6500.00
1311,104,4,4500.00
1311,103,1,17500.00
1312,100,3,18000.00
1313,87,3,6000.00
1314,133,3,7000.00
1314,135,3,8000.00
1314,134,3,6500.00
1315,66,1,9000.00
1315,64,1,8500.00
1316,139,2,10500.00
1317,53,2,14000.00
1318,30,1,6500.00
1319,86,2,4000.00
1319,87,2,6000.00
1319,85,2,19000.00
1320,114,3,6500.00
1320,113,1,10000.00
1320,112,2,13000.00
1321,19,4,10000.00
1321,21,2,4500.00
1322,27,3,6500.00
1322,25,3,11500.00
1322,26,1,9500.00
1323,123,4,2000.00
1324,107,1,10500.00
1325,54,3,3500.00
1326,107,3,10500.00
1326,106,3,7500.00
1326,108,3,2000.00
1327,31,3,8000.00
1328,130,1,19000.00
1329,19,1,10000.00
1329,21,2,4500.00
1329,20,3,8500.00
1330,56,3,13500.00
1330,57,4,3000.00
1330,55,3,5500.00
1331,131,2,4000.00
1332,63,3,8500.00
1332,62,1,6000.00
1332,61,4,8500.00
1333,36,2,7500.00
1334,9,2,2000.00
1334,8,1,11500.00
1334,7,2,9000.00
1335,43,3,19000.00
1335,45,3,6500.00
1336,19,3,10000.00
1337,146,4,13500.00
1338,77,4,12000.00
1338,76,1,9000.00
1338,78,3,1000.00
1339,28,1,11500.00
1339,29,2,8500.00
1339,30,4,6500.00
1340,147,4,4500.00
1340,145,2,5000.00
1340,146,2,13500.00
1341,20,3,8500.00
1341,21,1,4500.00
1341,19,3,10000.00
1342,92,2,4500.00
1342,91,1,18000.00
1342,93,3,7000.00
1343,42,1,6500.00
1343,40,4,18500.00
1344,75,2,2500.00
1344,74,3,11000.00
1344,73,4,8500.00
1345,25,4,11500.00
1345,27,2,6500.00
1345,26,1,9500.00
1346,17,4,9000.00
1347,25,1,11500.00
1347,27,4,6500.00
1347,26,4,9500.00
1348,28,2,11500.00
1348,29,4,8500.00
1349,19,4,10000.00
1349,21,3,4500.00
1350,64,2,8500.00
1350,66,1,9000.00
1351,67,3,17500.00
1352,21,2,4500.00
1352,19,1,10000.00
1353,38,3,5000.00
1353,37,4,18500.00
1353,39,1,6500.00
1354,89,2,5000.00
1354,88,3,18500.00
1354,90,2,7500.00
1355,96,3,6500.00
1355,95,1,4500.00
1355,94,1,17500.00
1356,95,2,4500.00
1356,96,2,6500.00
1357,144,1,6000.00
1358,102,4,6000.00
1359,55,3,5500.00
1360,130,3,19000.00
1360,131,2,4000.00
1360,132,2,6500.00
1361,114,2,6500.00
1361,112,3,13000.00
1362,94,2,17500.00
1362,95,4,4500.00
1363,41,2,4500.00
1364,91,2,18000.00
1364,93,1,7000.00
1364,92,3,4500.00
1365,99,2,5500.00
1365,97,1,12500.00
1366,24,1,5500.00
1366,22,2,11500.00
1366,23,1,10000.00
1367,74,4,11000.00
1367,73,2,8500.00
1367,75,1,2500.00
1368,133,1,7000.00
1369,90,2,7500.00
1370,111,3,8500.00
1370,109,4,8500.00
1370,110,1,7500.00
1371,139,3,10500.00
1371,140,3,9500.00
1372,80,2,11500.00
1372,79,2,9000.00
1372,81,2,1500.00
1373,52,1,4500.00
1373,53,3,14000.00
1373,54,3,3500.00
1374,81,2,1500.00
1374,80,2,11500.00
1374,79,2,9000.00
1375,58,2,12500.00
1375,60,4,6500.00
1376,31,2,8000.00
1376,32,1,6500.00
1377,65,1,7000.00
1377,66,1,9000.00
1378,124,1,7500.00
1378,126,1,2000.00
1378,125,1,11500.00
1379,117,2,1000.00
1379,116,4,10500.00
1379,115,4,8000.00
1380,15,4,4500.00
1381,133,4,7000.00
1381,135,4,8000.00
1381,134,3,6500.00
1382,29,2,8500.00
1382,30,2,6500.00
1382,28,3,11500.00
1383,113,2,10000.00
1384,41,1,4500.00
1384,40,3,18500.00
1384,42,3,6500.00
1385,59,2,8500.00
1386,31,2,8000.00
1386,33,2,7500.00
1387,37,1,18500.00
1387,38,3,5000.00
1388,108,3,2000.00
1388,107,4,10500.00
1388,106,2,7500.00
1389,143,3,5000.00
1390,113,1,10000.00
1391,83,3,8500.00
1392,15,3,4500.00
1393,73,3,8500.00
1394,11,1,12000.00
1394,10,3,7500.00
1395,18,2,4500.00
1395,16,3,9500.00
1396,29,4,8500.00
1397,123,1,2000.00
1397,121,2,7500.00
1397,122,4,11000.00
1398,27,3,6500.00
1399,142,1,18500.00
1400,53,1,14000.00
1400,52,1,4500.00
1401,63,1,8500.00
1402,42,2,6500.00
1402,40,4,18500.00
1403,109,4,8500.00
1403,110,2,7500.00
1403,111,1,8500.00
1404,75,1,2500.00
1404,74,4,11000.00
1404,73,4,8500.00
1405,148,4,8000.00
1406,105,3,6500.00
1407,23,3,10000.00
1408,51,2,4500.00
1409,58,4,12500.00
1410,34,4,8500.00
1410,35,1,6000.00
1411,8,1,11500.00
1412,48,4,3000.00
1412,47,3,15000.00
1413,24,4,5500.00
1413,23,1,10000.00
1414,89,1,5000.00
1414,90,4,7500.00
1415,89,4,5000.00
1415,88,4,18500.00
1416,107,2,10500.00
1417,59,4,8500.00
1417,58,1,12500.00
1418,29,4,8500.00
1418,30,2,6500.00
1418,28,3,11500.00
1419,139,2,10500.00
1419,141,4,5500.00
1420,113,2,10000.00
1420,112,4,13000.00
1420,114,4,6500.00
1421,127,4,9000.00
1421,129,2,1000.00
1421,128,3,10500.00
1422,18,4,4500.00
1422,17,1,9000.00
1422,16,3,9500.00
1423,140,3,9500.00
1423,141,1,5500.00
1423,139,4,10500.00
1424,48,4,3000.00
1425,26,3,9500.00
1426,67,3,17500.00
1426,69,1,7000.00
1426,68,3,3500.00
1427,144,3,6000.00
1427,143,1,5000.00
1428,112,1,13000.00
1429,148,4,8000.00
1430,49,3,4000.00
1431,68,2,3500.00
1431,69,4,7000.00
1431,67,1,17500.00
1432,9,3,2000.00
1432,8,4,11500.00
1433,85,4,19000.00
1434,49,2,4000.00
1435,80,3,11500.00
1436,28,2,11500.00
1436,30,2,6500.00
1436,29,3,8500.00
1437,74,3,11000.00
1437,73,1,8500.00
1438,2,3,11000.00
1438,3,3,1500.00
1439,128,1,10500.00
1440,125,2,11500.00
1440,124,3,7500.00
1440,126,2,2000.00
1441,145,2,5000.00
1441,147,1,4500.00
1441,146,1,13500.00
1442,77,4,12000.00
1442,76,3,9000.00
1442,78,2,1000.00
1443,127,4,9000.00
1443,129,1,1000.00
1443,128,3,10500.00
1444,143,3,5000.00
1445,35,1,6000.00
1446,119,1,9500.00
1446,118,1,9500.00
1447,87,1,6000.00
1447,85,2,19000.00
1447,86,3,4000.00
1448,122,2,11000.00
1448,121,4,7500.00
1448,123,4,2000.00
1449,27,1,6500.00
1450,113,4,10000.00
1450,114,1,6500.00
1450,112,2,13000.00
1451,6,2,1500.00
1451,5,3,12000.00
1451,4,4,8000.00
1452,83,2,8500.00
1452,82,1,12000.00
1453,50,2,14000.00
1453,51,3,4500.00
1453,49,4,4000.00
1454,103,4,17500.00
1455,113,4,10000.00
1456,139,3,10500.00
1456,140,3,9500.00
1457,23,2,10000.00
1457,24,2,5500.00
1458,145,3,5000.00
1459,13,2,10000.00
1459,15,4,4500.00
1460,100,4,18000.00
1460,102,3,6000.00
1460,101,4,4000.00
1461,89,2,5000.00
1462,48,1,3000.00
1463,10,3,7500.00
1463,11,3,12000.00
1463,12,4,2500.00
1464,117,3,1000.00
1465,81,4,1500.00
1465,80,2,11500.00
1465,79,2,9000.00
1466,99,1,5500.00
1466,98,3,8500.00
1467,79,1,9000.00
1468,68,3,3500.00
1469,95,1,4500.00
1470,25,2,11500.00
1470,27,4,6500.00
1471,132,1,6500.00
1471,131,4,4000.00
1472,91,2,18000.00
1472,93,3,7000.00
1472,92,1,4500.00
1473,132,2,6500.00
1473,130,1,19000.00
1473,131,3,4000.00
1474,36,2,7500.00
1474,35,3,6000.00
1474,34,1,8500.00
1475,20,1,8500.00
1476,40,1,18500.00
1477,9,1,2000.00
1478,122,1,11000.00
1479,86,1,4000.00
1479,87,2,6000.00
1479,85,2,19000.00
1480,73,2,8500.00
1480,74,1,11000.00
1481,74,2,11000.00
1481,75,1,2500.00
1481,73,3,8500.00
1482,13,2,10000.00
1482,14,4,9500.00
1483,104,3,4500.00
1483,103,4,17500.00
1483,105,2,6500.00
1484,131,1,4000.00
1484,130,4,19000.00
1485,108,4,2000.00
1485,107,3,10500.00
1485,106,1,7500.00
1486,3,1,1500.00
1486,2,3,11000.00
1487,88,3,18500.00
1488,79,1,9000.00
1488,80,4,11500.00
1488,81,3,1500.00
1489,27,2,6500.00
1489,25,1,11500.00
1489,26,3,9500.00
1490,133,3,7000.00
1490,135,2,8000.00
1491,90,1,7500.00
1491,89,4,5000.00
1492,15,3,4500.00
1492,14,1,9500.00
1493,150,3,8500.00
1494,89,2,5000.00
1494,90,1,7500.00
1494,88,1,18500.00
1495,1,1,7500.00
1496,69,1,7000.00
1496,68,3,3500.00
1496,67,2,17500.00
1497,13,2,10000.00
1498,63,4,8500.00
1498,61,3,8500.00
1499,99,2,5500.00
1499,98,3,8500.00
1499,97,2,12500.00
1500,67,2,17500.00
1500,68,1,3500.00
1501,134,4,6500.00
1502,76,1,9000.00
1503,89,3,5000.00
1503,90,4,7500.00
1504,126,3,2000.00
1504,125,1,11500.00
1505,64,4,8500.00
1505,66,4,9000.00
1505,65,1,7000.00
1506,71,3,15000.00
1507,45,3,6500.00
1507,44,1,5000.00
1507,43,2,19000.00
1508,135,2,8000.00
1509,125,3,11500.00
1509,124,4,7500.00
1510,130,1,19000.00
1511,66,3,9000.00
1511,64,2,8500.00
1512,27,1,6500.00
1512,25,1,11500.00
1512,26,4,9500.00
1513,28,3,11500.00
1513,30,3,6500.00
1514,30,1,6500.00
1514,29,3,8500.00
1515,138,2,6000.00
1515,136,4,13000.00
1516,8,1,11500.00
1516,9,3,2000.00
1516,7,1,9000.00
1517,131,2,4000.00
1517,132,1,6500.00
1518,10,1,7500.00
1518,12,2,2500.00
1519,101,2,4000.00
1520,110,3,7500.00
1520,109,3,8500.00
1520,111,4,8500.00
1521,109,1,8500.00
1522,55,1,5500.00
1522,57,4,3000.00
1522,56,3,13500.00
1523,18,2,4500.00
1524,76,1,9000.00
1525,104,4,4500.00
1526,99,2,5500.00
1527,74,4,11000.00
1528,117,3,1000.00
1528,115,1,8000.00
1529,107,3,10500.00
1529,106,1,7500.00
1529,108,3,2000.00
1530,75,1,2500.00
1531,29,3,8500.00
1531,28,2,11500.00
1531,30,2,6500.00
1532,9,1,2000.00
1533,110,1,7500.00
1534,1,4,7500.00
1535,94,3,17500.00
1535,95,3,4500.00
1535,96,3,6500.00
1536,61,4,8500.00
1537,40,4,18500.00
1537,42,3,6500.00
1538,145,1,5000.00
1538,147,4,4500.00
1538,146,2,13500.00
1539,135,3,8000.00
1539,134,4,6500.00
1539,133,1,7000.00
1540,96,2,6500.00
1540,95,1,4500.00
1541,110,1,7500.00
1542,104,2,4500.00
1542,103,3,17500.00
1542,105,2,6500.00
1543,41,4,4500.00
1543,42,1,6500.00
1544,122,1,11000.00
1544,123,4,2000.00
1544,121,3,7500.00
1545,54,3,3500.00
1545,52,1,4500.00
1545,53,2,14000.00
1546,66,1,9000.00
1546,64,3,8500.00
1546,65,3,7000.00
1547,31,3,8000.00
1547,33,1,7500.00
1548,111,2,8500.00
1548,110,1,7500.00
1549,115,4,8000.00
1550,75,1,2500.00
1550,74,3,11000.00
1551,55,2,5500.00
1551,57,1,3000.00
1551,56,2,13500.00
1552,105,1,6500.00
1552,104,1,4500.00
1553,139,1,10500.00
1553,141,4,5500.00
1554,48,2,3000.00
1555,15,1,4500.00
1555,14,4,9500.00
1556,75,1,2500.00
1556,74,1,11000.00
1557,76,1,9000.00
1558,51,1,4500.00
1558,50,2,14000.00
1559,91,3,18000.00
1559,92,3,4500.00
1559,93,1,7000.00
1560,28,3,11500.00
1560,29,4,8500.00
1560,30,2,6500.00
1561,149,4,7000.00
1561,148,1,8000.00
1561,150,2,8500.00
1562,117,4,1000.00
1563,127,2,9000.00
1563,128,2,10500.00
1563,129,3,1000.00
1564,58,1,12500.00
1564,59,4,8500.00
1565,35,3,6000.00
1566,134,3,6500.00
1566,133,2,7000.00
1566,135,4,8000.00
1567,89,2,5000.00
1567,90,1,7500.00
1568,22,3,11500.00
1568,24,4,5500.00
1569,95,1,4500.00
1570,83,1,8500.00
1570,84,3,7000.00
1571,24,1,5500.00
1572,77,2,12000.00
1573,105,2,6500.00
1573,103,1,17500.00
1574,8,1,11500.00
1574,7,4,9000.00
1574,9,3,2000.00
1575,18,1,4500.00
1576,133,3,7000.00
1577,142,1,18500.00
1577,144,4,6000.00
1577,143,1,5000.00
1578,125,1,11500.00
1578,126,3,2000.00
1578,124,3,7500.00
1579,46,2,5000.00
1579,47,3,15000.00
1579,48,3,3000.00
1580,74,1,11000.00
1581,47,3,15000.00
1582,118,2,9500.00
1582,119,4,9500.00
1583,125,1,11500.00
1583,126,1,2000.00
1583,124,3,7500.00
1584,108,3,2000.00
1584,106,3,7500.00
1585,135,1,8000.00
1585,133,2,7000.00
1586,145,1,5000.00
1586,147,2,4500.00
1586,146,4,13500.00
1587,136,3,13000.00
1588,85,2,19000.00
1588,87,1,6000.00
1589,138,1,6000.00
1589,137,1,10000.00
1589,136,2,13000.00
1590,69,2,7000.00
1590,68,1,3500.00
1590,67,2,17500.00
1591,109,2,8500.00
1592,53,1,14000.00
1593,75,2,2500.00
1594,146,4,13500.00
1594,147,3,4500.00
1594,145,2,5000.00
1595,52,4,4500.00
1595,53,1,14000.00
1595,54,4,3500.00
1596,62,4,6000.00
1596,63,3,8500.00
1597,39,3,6500.00
1598,25,2,11500.00
1598,26,1,9500.00
1599,141,1,5500.00
1600,58,2,12500.00
1600,59,4,8500.00
1601,144,3,6000.00
1601,142,3,18500.00
1601,143,2,5000.00
1602,63,2,8500.00
1603,107,4,10500.00
1603,106,1,7500.00
1603,108,1,2000.00
1604,136,1,13000.00
1604,137,3,10000.00
1604,138,4,6000.00
1605,84,4,7000.00
1605,83,4,8500.00
1605,82,3,12000.00
1606,100,4,18000.00
1607,43,1,19000.00
1607,44,1,5000.00
1607,45,4,6500.00
1608,16,3,9500.00
1609,41,1,4500.00
1610,54,3,3500.00
1610,53,4,14000.00
1610,52,3,4500.00
1611,142,3,18500.00
1611,144,2,6000.00
1612,144,4,6000.00
1613,43,2,19000.00
1614,130,1,19000.00
1614,132,1,6500.00
1615,20,4,8500.00
1615,19,1,10000.00
1615,21,3,4500.00
1616,143,2,5000.00
1616,142,3,18500.00
1617,128,4,10500.00
1617,129,2,1000.00
1618,33,1,7500.00
1618,32,2,6500.00
1619,52,4,4500.00
1619,53,1,14000.00
1620,7,2,9000.00
1621,14,3,9500.00
1622,34,1,8500.00
1623,91,3,18000.00
1624,68,1,3500.00
1624,69,4,7000.00
1625,15,1,4500.00
1626,84,4,7000.00
1627,96,3,6500.00
1627,94,4,17500.00
1628,34,2,8500.00
1629,14,4,9500.00
1629,15,4,4500.00
1629,13,2,10000.00
1630,72,2,3500.00
1630,71,1,15000.00
1631,84,4,7000.00
1631,82,1,12000.00
1632,11,1,12000.00
1632,12,1,2500.00
1633,42,1,6500.00
1633,41,2,4500.00
1633,40,1,18500.00
1634,97,3,12500.00
1635,144,4,6000.00
1636,21,2,4500.00
1636,20,4,8500.00
1637,137,2,10000.00
1638,19,3,10000.00
1638,20,2,8500.00
1638,21,2,4500.00
1639,101,1,4000.00
1640,145,2,5000.00
1641,40,3,18500.00
1642,150,2,8500.00
1643,135,3,8000.00
1643,134,3,6500.00
1643,133,1,7000.00
1644,84,2,7000.00
1644,82,2,12000.00
1644,83,2,8500.00
1645,102,2,6000.00
1645,101,4,4000.00
1645,100,3,18000.00
1646,99,3,5500.00
1646,98,3,8500.00
1646,97,4,12500.00
1647,146,3,13500.00
1648,90,4,7500.00
1648,89,1,5000.00
1648,88,3,18500.00
1649,116,1,10500.00
1649,117,2,1000.00
1649,115,2,8000.00
1650,41,4,4500.00
1651,136,4,13000.00
1651,138,1,6000.00
1651,137,1,10000.00
1652,52,4,4500.00
1653,79,4,9000.00
1653,81,1,1500.00
1654,87,2,6000.00
1655,97,3,12500.00
1655,98,3,8500.00
1655,99,3,5500.00
1656,102,2,6000.00
1657,39,2,6500.00
1657,38,1,5000.00
1658,10,3,7500.00
1659,24,1,5500.00
1659,23,1,10000.00
1659,22,4,11500.00
1660,127,3,9000.00
1661,131,2,4000.00
1661,132,4,6500.00
1662,63,2,8500.00
1662,62,2,6000.00
1663,38,1,5000.00
1663,39,3,6500.00
1664,50,1,14000.00
1664,51,3,4500.00
1664,49,1,4000.00
1665,120,1,5500.00
1665,119,1,9500.00
1666,103,2,17500.00
1666,105,2,6500.00
1667,120,1,5500.00
1667,118,1,9500.00
1667,119,1,9500.00
1668,89,4,5000.00
1668,90,1,7500.00
1668,88,3,18500.00
1669,57,2,3000.00
1670,1,1,7500.00
1670,3,3,1500.00
1670,2,2,11000.00
1671,8,2,11500.00
1671,7,1,9000.00
1672,92,4,4500.00
1673,5,2,12000.00
1673,6,4,1500.00
1674,67,1,17500.00
1674,68,3,3500.00
1674,69,2,7000.00
1675,61,1,8500.00
1675,62,3,6000.00
1675,63,2,8500.00
1676,64,3,8500.00
1676,66,3,9000.00
1676,65,4,7000.00
1677,127,3,9000.00
1677,129,3,1000.00
1677,128,4,10500.00
1678,88,2,18500.00
1679,122,3,11000.00
1680,31,2,8000.00
1681,74,4,11000.00
1681,75,2,2500.00
1681,73,2,8500.00
1682,41,2,4500.00
1682,40,1,18500.00
1683,61,3,8500.00
1683,63,3,8500.00
1684,76,1,9000.00
1684,77,4,12000.00
1684,78,2,1000.00
1685,29,4,8500.00
1686,35,3,6000.00
1686,36,2,7500.00
1686,34,3,8500.00
1687,136,4,13000.00
1687,137,4,10000.00
1687,138,2,6000.00
1688,126,1,2000.00
1689,21,3,4500.00
1689,20,4,8500.00
1690,148,1,8000.00
1690,150,2,8500.00
1691,67,2,17500.00
1692,8,2,11500.00
1692,9,1,2000.00
1693,102,2,6000.00
1693,101,3,4000.00
1693,100,2,18000.00
1694,75,3,2500.00
1694,74,1,11000.00
1694,73,1,8500.00
1695,123,4,2000.00
1695,122,1,11000.00
1696,42,2,6500.00
1696,41,1,4500.00
1697,33,1,7500.00
1697,31,2,8000.00
1698,7,3,9000.00
1698,8,3,11500.00
1698,9,4,2000.00
1699,45,3,6500.00
1699,44,3,5000.00
1700,67,3,17500.00
1700,68,4,3500.00
1700,69,1,7000.00
1701,50,2,14000.00
1701,49,1,4000.00
1701,51,4,4500.00
1702,107,4,10500.00
1702,106,1,7500.00
1703,75,4,2500.00
1704,18,1,4500.00
1704,16,1,9500.00
1704,17,1,9000.00
1705,148,1,8000.00
1705,149,1,7000.00
1706,75,1,2500.00
1706,73,3,8500.00
1707,34,2,8500.00
1707,35,2,6000.00
1708,99,1,5500.00
1709,125,2,11500.00
1710,95,3,4500.00
1711,63,4,8500.00
1712,138,1,6000.00
1712,137,3,10000.00
1713,58,3,12500.00
1713,59,3,8500.00
1713,60,4,6500.00
1714,78,2,1000.00
1714,77,1,12000.00
1714,76,1,9000.00
1715,4,1,8000.00
1715,5,2,12000.00
1716,108,1,2000.00
1717,57,2,3000.00
1718,92,1,4500.00
1719,34,3,8500.00
1720,116,2,10500.00
1720,115,2,8000.00
1721,45,4,6500.00
1722,137,2,10000.00
1722,136,2,13000.00
1723,117,3,1000.00
1723,115,1,8000.00
1723,116,3,10500.00
1724,118,2,9500.00
1725,71,3,15000.00
1726,84,2,7000.00
1727,49,3,4000.00
1728,11,3,12000.00
1729,13,3,10000.00
1729,15,3,4500.00
1730,34,4,8500.00
1731,74,4,11000.00
1731,73,2,8500.00
1731,75,1,2500.00
1732,54,3,3500.00
1733,66,2,9000.00
1733,64,1,8500.00
1734,45,3,6500.00
1734,43,3,19000.00
1734,44,1,5000.00
1735,19,3,10000.00
1735,20,4,8500.00
1736,129,2,1000.00
1736,128,3,10500.00
1737,79,4,9000.00
1737,80,4,11500.00
1737,81,1,1500.00
1738,27,4,6500.00
1738,26,2,9500.00
1738,25,2,11500.00
1739,120,4,5500.00
1739,118,4,9500.00
1740,13,4,10000.00
1740,15,2,4500.00
1741,95,2,4500.00
1742,70,3,5500.00
1742,71,3,15000.00
1743,39,1,6500.00
1744,129,3,1000.00
1745,60,3,6500.00
1746,139,3,10500.00
1747,126,3,2000.00
1747,124,2,7500.00
1747,125,1,11500.00
1748,3,2,1500.00
1748,2,4,11000.00
1748,1,2,7500.00
1749,27,2,6500.00
1749,26,2,9500.00
1750,105,1,6500.00
1750,103,3,17500.00
1750,104,4,4500.00
1751,52,1,4500.00
1751,54,2,3500.00
1751,53,3,14000.00
1752,68,3,3500.00
1752,69,1,7000.00
1752,67,3,17500.00
1753,63,3,8500.00
1754,3,1,1500.00
1754,1,4,7500.00
1755,115,3,8000.00
1755,117,4,1000.00
1755,116,2,10500.00
1756,137,4,10000.00
1756,136,4,13000.00
1757,106,1,7500.00
1758,35,3,6000.00
1758,36,1,7500.00
1759,26,1,9500.00
1759,25,2,11500.00
1760,137,1,10000.00
1761,12,1,2500.00
1762,74,3,11000.00
1762,73,3,8500.00
1762,75,2,2500.00
1763,92,2,4500.00
1764,96,3,6500.00
1764,94,1,17500.00
1764,95,2,4500.00
1765,35,1,6000.00
1765,34,1,8500.00
1766,81,3,1500.00
1767,12,1,2500.00
1768,143,1,5000.00
1769,84,1,7000.00
1769,83,2,8500.00
1769,82,2,12000.00
1770,13,1,10000.00
1770,15,1,4500.00
1771,134,2,6500.00
1771,135,2,8000.00
1772,25,1,11500.00
1773,144,3,6000.00
1773,142,1,18500.00
1773,143,3,5000.00
1774,89,2,5000.00
1775,116,3,10500.00
1775,117,4,1000.00
1775,115,4,8000.00
1776,98,2,8500.00
1776,99,1,5500.00
1776,97,1,12500.00
1777,64,4,8500.00
1777,66,4,9000.00
1778,109,1,8500.00
1778,110,2,7500.00
1779,89,2,5000.00
1779,90,1,7500.00
1780,106,3,7500.00
1780,107,1,10500.00
1780,108,4,2000.00
1781,32,3,6500.00
1781,31,1,8000.00
1781,33,2,7500.00
1782,94,4,17500.00
1783,33,2,7500.00
1783,32,2,6500.00
1783,31,3,8000.00
1784,25,2,11500.00
1784,26,2,9500.00
1785,33,1,7500.00
1785,31,4,8000.00
1786,120,3,5500.00
1786,119,1,9500.00
1787,53,2,14000.00
1788,90,3,7500.00
1789,144,1,6000.00
1789,142,1,18500.00
1789,143,1,5000.00
1790,75,3,2500.00
1791,111,2,8500.00
1791,110,3,7500.00
1792,132,1,6500.00
1793,27,3,6500.00
1793,26,3,9500.00
1794,67,4,17500.00
1794,68,4,3500.00
1794,69,1,7000.00
1795,23,2,10000.00
1795,22,3,11500.00
1795,24,1,5500.00
1796,67,2,17500.00
1796,68,2,3500.00
1796,69,2,7000.00
1797,18,3,4500.00
1797,17,1,9000.00
1798,136,1,13000.00
1799,135,4,8000.00
1799,133,3,7000.00
1799,134,3,6500.00
1800,92,3,4500.00
1800,93,3,7000.00
1801,53,2,14000.00
1801,52,1,4500.00
1802,1,1,7500.00
1802,3,2,1500.00
1802,2,2,11000.00
1803,143,2,5000.00
1804,20,3,8500.00
1805,122,2,11000.00
1805,121,1,7500.00
1806,49,2,4000.00
1806,50,4,14000.00
1806,51,2,4500.00
1807,116,4,10500.00
1808,86,2,4000.00
1808,85,2,19000.00
1808,87,3,6000.00
1809,63,2,8500.00
1809,61,2,8500.00
1810,80,4,11500.00
1811,70,2,5500.00
1812,70,4,5500.00
1813,117,3,1000.00
1813,116,3,10500.00
1814,126,3,2000.00
1815,33,2,7500.00
1816,81,4,1500.00
1816,79,2,9000.00
1816,80,2,11500.00
1817,46,4,5000.00
1817,48,4,3000.00
1818,42,4,6500.00
1819,122,2,11000.00
1819,123,3,2000.00
1820,74,3,11000.00
1821,118,2,9500.00
1821,120,3,5500.00
1822,49,3,4000.00
1822,50,4,14000.00
1823,11,4,12000.00
1823,12,1,2500.00
1824,44,1,5000.00
1824,43,2,19000.00
1825,69,4,7000.00
1826,1,1,7500.00
1826,3,1,1500.00
1826,2,4,11000.00
1827,56,3,13500.00
1827,55,3,5500.00
1828,40,3,18500.00
1828,41,4,4500.00
1828,42,4,6500.00
1829,57,1,3000.00
1830,45,1,6500.00
1831,79,2,9000.00
1831,80,1,11500.00
1831,81,1,1500.00
1832,49,4,4000.00
1832,50,3,14000.00
1832,51,1,4500.00
1833,97,4,12500.00
1833,99,1,5500.00
1834,123,2,2000.00
1834,121,4,7500.00
1835,94,1,17500.00
1835,95,2,4500.00
1835,96,4,6500.00
1836,18,2,4500.00
1836,16,3,9500.00
1836,17,4,9000.00
1837,6,3,1500.00
1837,5,3,12000.00
1838,26,1,9500.00
1839,37,2,18500.00
1839,39,4,6500.00
1840,84,2,7000.00
1841,45,1,6500.00
1842,88,2,18500.00
1842,89,1,5000.00
1843,10,1,7500.00
1843,12,1,2500.00
1843,11,2,12000.00
1844,97,1,12500.00
1844,99,3,5500.00
1845,143,1,5000.00
1845,142,3,18500.00
1845,144,4,6000.00
1846,104,2,4500.00
1847,88,3,18500.00
1847,89,2,5000.00
1848,47,4,15000.00
1848,46,3,5000.00
1848,48,3,3000.00
1849,42,2,6500.00
1850,62,2,6000.00
1850,63,3,8500.00
1851,107,1,10500.00
1852,69,1,7000.00
1852,68,1,3500.00
1852,67,1,17500.00
1853,66,3,9000.00
1853,64,3,8500.00
1853,65,2,7000.00
1854,82,1,12000.00
1855,95,3,4500.00
1855,96,4,6500.00
1856,122,2,11000.00
1856,123,4,2000.00
1857,127,1,9000.00
1858,56,1,13500.00
1858,55,4,5500.00
1859,50,3,14000.00
1860,8,1,11500.00
1860,9,4,2000.00
1861,126,3,2000.00
1861,124,2,7500.00
1861,125,3,11500.00
1862,12,2,2500.00
1862,10,4,7500.00
1863,17,2,9000.00
1863,18,2,4500.00
1863,16,2,9500.00
1864,31,1,8000.00
1865,73,4,8500.00
1866,60,2,6500.00
1867,32,3,6500.00
1867,31,4,8000.00
1867,33,2,7500.00
1868,48,2,3000.00
1869,136,2,13000.00
1870,101,3,4000.00
1870,102,4,6000.00
1871,32,1,6500.00
1871,33,3,7500.00
1872,36,1,7500.00
1872,34,3,8500.00
